#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
FUM	1 M_fum@c + 1 M_h2o@c <==> 1 M_mal__L@c	FUM		4.2.1.2		biggR:FUM;keggR:R01082;metacycR:FUMHYDR-RXN;mnx:MNXR99705;reactomeR:R-ATH-451033;reactomeR:R-ATH-70982;reactomeR:R-BTA-451033;reactomeR:R-BTA-70982;reactomeR:R-CEL-451033;reactomeR:R-CEL-70982;reactomeR:R-CFA-451033;reactomeR:R-CFA-70982;reactomeR:R-DDI-451033;reactomeR:R-DDI-70982;reactomeR:R-DME-451033;reactomeR:R-DME-70982;reactomeR:R-DRE-451033;reactomeR:R-DRE-70982;reactomeR:R-GGA-373141;reactomeR:R-GGA-373145;reactomeR:R-GGA-451033;reactomeR:R-GGA-70982;reactomeR:R-HSA-451033;reactomeR:R-HSA-70982;reactomeR:R-MMU-451033;reactomeR:R-MMU-70982;reactomeR:R-OSA-451033;reactomeR:R-OSA-70982;reactomeR:R-RNO-451033;reactomeR:R-RNO-70982;reactomeR:R-SCE-451033;reactomeR:R-SCE-70982;reactomeR:R-SPO-451033;reactomeR:R-SPO-70982;reactomeR:R-SSC-451033;reactomeR:R-SSC-70982;reactomeR:R-TGU-451033;reactomeR:R-TGU-70982;reactomeR:R-XTR-451033;reactomeR:R-XTR-70982;rheaR:12460;rheaR:12461;rheaR:12462;rheaR:12463;sabiork:256;seedR:rxn00799
FUMt2_2	1 M_fum@e + 2 M_h@e --> 1 M_fum@c + 2 M_h@c	FUMt2_2				biggR:FUMt2_2;metacycR:TRANS-RXN-121B;mnx:MNXR99711;rheaR:29331;rheaR:29332;rheaR:29333;rheaR:29334;seedR:rxn08542;seedR:rxn10152
G6PDH2r	1 M_g6p@c + 1 M_nadp@c <==> 1 M_6pgl@c + 1 M_h@c + 1 M_nadph@c	G6PDH2r		1.1.1.363;1.1.1.49		biggR:G6PDH2r;keggR:R00835;metacycR:GLU6PDEHYDROG-RXN;mnx:MNXR99907;rheaR:15841;rheaR:15842;rheaR:15843;rheaR:15844;sabiork:1176;sabiork:6509;seedR:rxn00604
GAPD	1 M_g3p@c + 1 M_nad@c + 1 M_pi@c <==> 1 M_13dpg@c + 1 M_h@c + 1 M_nadh@c	GAPD		1.2.1.12;1.2.1.59		biggR:GAPD;keggR:R01061;metacycR:GAPOXNPHOSPHN-RXN;mnx:MNXR100040;reactomeR:R-ATH-70449;reactomeR:R-ATH-70482;reactomeR:R-BTA-70449;reactomeR:R-BTA-70482;reactomeR:R-CEL-70449;reactomeR:R-CEL-70482;reactomeR:R-CFA-70449;reactomeR:R-CFA-70482;reactomeR:R-DDI-70449;reactomeR:R-DDI-70482;reactomeR:R-DME-70449;reactomeR:R-DME-70482;reactomeR:R-DRE-70449;reactomeR:R-DRE-70482;reactomeR:R-GGA-352921;reactomeR:R-GGA-352956;reactomeR:R-GGA-70449;reactomeR:R-GGA-70482;reactomeR:R-HSA-70449;reactomeR:R-HSA-70482;reactomeR:R-MMU-70449;reactomeR:R-MMU-70482;reactomeR:R-OSA-70449;reactomeR:R-OSA-70482;reactomeR:R-PFA-70449;reactomeR:R-PFA-70482;reactomeR:R-RNO-70449;reactomeR:R-RNO-70482;reactomeR:R-SCE-70449;reactomeR:R-SCE-70482;reactomeR:R-SPO-70449;reactomeR:R-SPO-70482;reactomeR:R-SSC-70449;reactomeR:R-SSC-70482;reactomeR:R-TGU-70449;reactomeR:R-TGU-70482;reactomeR:R-XTR-70449;reactomeR:R-XTR-70482;rheaR:10300;rheaR:10301;rheaR:10302;rheaR:10303;sabiork:7844;seedR:rxn00781
GLCpts	1 M_glc__D@e + 1 M_pep@c --> 1 M_g6p@c + 1 M_pyr@c	GLCpts				biggR:GLCpts;mnx:MNXR100237;seedR:rxn05226;seedR:rxn08612
GLNS	1 M_atp@c + 1 M_glu__L@c + 1 M_nh4@c --> 1 M_adp@c + 1 M_gln__L@c + 1 M_h@c + 1 M_pi@c	GLNS		6.3.1.2		biggR:GLNS;keggR:R00253;metacycR:GLUTAMINESYN-RXN;mnx:MNXR100024;reactomeR:R-ATH-70606;reactomeR:R-BTA-70606;reactomeR:R-CEL-70606;reactomeR:R-CFA-70606;reactomeR:R-DME-70606;reactomeR:R-DRE-70606;reactomeR:R-GGA-70606;reactomeR:R-HSA-70606;reactomeR:R-MMU-70606;reactomeR:R-OSA-70606;reactomeR:R-RNO-70606;reactomeR:R-SCE-70606;reactomeR:R-SPO-70606;reactomeR:R-SSC-70606;reactomeR:R-TGU-70606;reactomeR:R-XTR-70606;rheaR:16169;rheaR:16170;rheaR:16171;rheaR:16172;sabiork:760;seedR:rxn00187
GLNabc	1 M_atp@c + 1 M_gln__L@e + 1 M_h2o@c --> 1 M_adp@c + 1 M_gln__L@c + 1 M_h@c + 1 M_pi@c	GLNabc		3.6.3.21		biggR:GLNabc;metacycR:ABC-12-RXN;mnx:MNXR100258;rheaR:29895#1;rheaR:29896#1;rheaR:29897#1;rheaR:29898#1;seedR:rxn05155;seedR:rxn05196;seedR:rxn08624;seedR:rxn11101;seedR:rxn11233
GLUDy	1 M_glu__L@c + 1 M_h2o@c + 1 M_nadp@c <==> 1 M_akg@c + 1 M_h@c + 1 M_nadph@c + 1 M_nh4@c	GLUDy		1.4.1.13;1.4.1.3;1.4.1.4		biggR:GLUDy;keggR:R00248;metacycR:GLUTDEHYD-RXN;mnx:MNXR100086;rheaR:11612;rheaR:11613;rheaR:11614;rheaR:11615;sabiork:757;seedR:rxn00184
GLUN	1 M_gln__L@c + 1 M_h2o@c --> 1 M_glu__L@c + 1 M_nh4@c	GLUN		1.4.1.13;1.4.7.1;3.5.1.2;3.5.1.38;4.3.3.6;6.3.4.2;6.3.5.2;6.3.5.4;6.3.5.5		biggR:GLUN;keggR:R00256;metacycR:GLUTAMIN-RXN;mnx:MNXR100030;reactomeR:R-BTA-70609;reactomeR:R-CEL-70609;reactomeR:R-CFA-70609;reactomeR:R-DDI-70609;reactomeR:R-DME-70609;reactomeR:R-DRE-70609;reactomeR:R-GGA-70609;reactomeR:R-HSA-70609;reactomeR:R-MMU-70609;reactomeR:R-RNO-70609;reactomeR:R-SSC-70609;reactomeR:R-TGU-70609;reactomeR:R-XTR-70609;rheaR:15889;rheaR:15890;rheaR:15891;rheaR:15892;sabiork:762;seedR:rxn00189
GLUSy	1 M_akg@c + 1 M_gln__L@c + 1 M_h@c + 1 M_nadph@c --> 2 M_glu__L@c + 1 M_nadp@c	GLUSy		1.4.1.13		biggR:GLUSy;keggR:R00114;metacycR:GLUTAMATESYN-RXN;mnx:MNXR100291;rheaR:15501;rheaR:15502;rheaR:15503;rheaR:15504;sabiork:694;seedR:rxn00085
GLUt2r	1 M_glu__L@e + 1 M_h@e <==> 1 M_glu__L@c + 1 M_h@c	GLUt2r				biggR:GLUt2r;mnx:MNXR100300;reactomeR:R-BTA-8875623;reactomeR:R-CEL-8875623;reactomeR:R-CFA-8875623;reactomeR:R-DDI-8875623;reactomeR:R-DME-8875623;reactomeR:R-DRE-8875623;reactomeR:R-GGA-8875623;reactomeR:R-HSA-8875623;reactomeR:R-MMU-8875623;reactomeR:R-RNO-8875623;reactomeR:R-SCE-8875623;reactomeR:R-SSC-8875623;reactomeR:R-TGU-8875623;reactomeR:R-XTR-8875623;seedR:rxn05297;seedR:rxn08631;seedR:rxn09751;seedR:rxn09813;seedR:rxn13303
GND	1 M_6pgc@c + 1 M_nadp@c --> 1 M_co2@c + 1 M_nadph@c + 1 M_ru5p__D@c	GND		1.1.1.351;1.1.1.44		biggR:GND;keggR:R01528;metacycR:RXN-9952;mnx:MNXR100389;reactomeR:R-ATH-71299;reactomeR:R-BTA-71299;reactomeR:R-CEL-71299;reactomeR:R-CFA-71299;reactomeR:R-DDI-71299;reactomeR:R-DME-71299;reactomeR:R-DRE-71299;reactomeR:R-GGA-71299;reactomeR:R-HSA-71299;reactomeR:R-MMU-71299;reactomeR:R-OSA-71299;reactomeR:R-PFA-71299;reactomeR:R-SCE-71299;reactomeR:R-SPO-71299;reactomeR:R-SSC-71299;reactomeR:R-TGU-71299;reactomeR:R-XTR-71299;rheaR:10116;rheaR:10117;rheaR:10118;rheaR:10119;sabiork:108;seedR:rxn01115
H2Ot	1 M_h2o@e <==> 1 M_h2o@c	H2Ot				biggR:H2Ot;metacycR:TRANS-RXN-145;metacycR:TRANS-RXN0-547;mnx:MNXR98641;reactomeR:R-ATH-432010;reactomeR:R-ATH-432054;reactomeR:R-ATH-432065;reactomeR:R-ATH-432067;reactomeR:R-ATH-507868;reactomeR:R-ATH-507870;reactomeR:R-BTA-432010;reactomeR:R-BTA-432054;reactomeR:R-BTA-432065;reactomeR:R-BTA-432067;reactomeR:R-BTA-445714;reactomeR:R-BTA-507868;reactomeR:R-BTA-507870;reactomeR:R-CEL-445714;reactomeR:R-CEL-507868;reactomeR:R-CEL-507870;reactomeR:R-CFA-432010;reactomeR:R-CFA-432054;reactomeR:R-CFA-432065;reactomeR:R-CFA-432067;reactomeR:R-CFA-445714;reactomeR:R-CFA-507868;reactomeR:R-CFA-507870;reactomeR:R-DDI-432010;reactomeR:R-DDI-432054;reactomeR:R-DDI-432065;reactomeR:R-DDI-432067;reactomeR:R-DDI-507868;reactomeR:R-DDI-507870;reactomeR:R-DME-432010;reactomeR:R-DME-432054;reactomeR:R-DME-432065;reactomeR:R-DME-432067;reactomeR:R-DME-507868;reactomeR:R-DME-507870;reactomeR:R-DRE-432010;reactomeR:R-DRE-432054;reactomeR:R-DRE-432067;reactomeR:R-DRE-445714;reactomeR:R-DRE-507868;reactomeR:R-DRE-507870;reactomeR:R-GGA-432010;reactomeR:R-GGA-432054;reactomeR:R-GGA-432065;reactomeR:R-GGA-432067;reactomeR:R-GGA-445714;reactomeR:R-GGA-507868;reactomeR:R-GGA-507870;reactomeR:R-HSA-432010;reactomeR:R-HSA-432054;reactomeR:R-HSA-432065;reactomeR:R-HSA-432067;reactomeR:R-HSA-445714;reactomeR:R-HSA-507868;reactomeR:R-HSA-507870;reactomeR:R-MMU-432010;reactomeR:R-MMU-432054;reactomeR:R-MMU-432065;reactomeR:R-MMU-432067;reactomeR:R-MMU-445714;reactomeR:R-MMU-507868;reactomeR:R-MMU-507870;reactomeR:R-OSA-432010;reactomeR:R-OSA-432054;reactomeR:R-OSA-432065;reactomeR:R-OSA-432067;reactomeR:R-OSA-507868;reactomeR:R-OSA-507870;reactomeR:R-PFA-445714;reactomeR:R-PFA-507868;reactomeR:R-PFA-507870;reactomeR:R-RNO-432010;reactomeR:R-RNO-432054;reactomeR:R-RNO-432065;reactomeR:R-RNO-432067;reactomeR:R-RNO-445714;reactomeR:R-RNO-507868;reactomeR:R-RNO-507870;reactomeR:R-SCE-432010;reactomeR:R-SCE-432054;reactomeR:R-SCE-432065;reactomeR:R-SCE-432067;reactomeR:R-SCE-445714;reactomeR:R-SCE-507868;reactomeR:R-SCE-507870;reactomeR:R-SPO-445714;reactomeR:R-SPO-507868;reactomeR:R-SPO-507870;reactomeR:R-SSC-432010;reactomeR:R-SSC-432054;reactomeR:R-SSC-432065;reactomeR:R-SSC-432067;reactomeR:R-SSC-445714;reactomeR:R-SSC-507868;reactomeR:R-SSC-507870;reactomeR:R-TGU-432010;reactomeR:R-TGU-432054;reactomeR:R-TGU-432065;reactomeR:R-TGU-432067;reactomeR:R-TGU-445714;reactomeR:R-TGU-507868;reactomeR:R-TGU-507870;reactomeR:R-XTR-432067;reactomeR:R-XTR-445714;reactomeR:R-XTR-507868;reactomeR:R-XTR-507870;rheaR:29667;rheaR:29668;rheaR:29669;rheaR:29670;seedR:rxn05319;seedR:rxn08686;seedR:rxn08687;seedR:rxn09643;seedR:rxn09745;seedR:rxn09812;seedR:rxn09838;seedR:rxn09874
ICDHyr	1 M_icit@c + 1 M_nadp@c <==> 1 M_akg@c + 1 M_co2@c + 1 M_nadph@c	ICDHyr		1.1.1.42		biggR:ICDHyr;keggR:R00267;mnx:MNXR100781;rheaR:19629;rheaR:19630;rheaR:19631;rheaR:19632;sabiork:269;seedR:rxn00198
ICL	1 M_icit@c --> 1 M_glx@c + 1 M_succ@c	ICL		4.1.3.1		biggR:ICL;keggR:R00479;mnx:MNXR100789;rheaR:13245;rheaR:13246;rheaR:13247;rheaR:13248;sabiork:911;seedR:rxn00336
LDH_D	1 M_lac__D@c + 1 M_nad@c <==> 1 M_h@c + 1 M_nadh@c + 1 M_pyr@c	LDH_D		1.1.1.28		biggR:LDH_D;keggR:R00704;metacycR:DLACTDEHYDROGNAD-RXN;mnx:MNXR101037;rheaR:16369;rheaR:16370;rheaR:16371;rheaR:16372;sabiork:155;seedR:rxn00500
MALS	1 M_accoa@c + 1 M_glx@c + 1 M_h2o@c --> 1 M_coa@c + 1 M_h@c + 1 M_mal__L@c	MALS		2.3.3.9		biggR:MALS;keggR:R00472;metacycR:MALSYN-RXN;mnx:MNXR101347;rheaR:18181;rheaR:18182;rheaR:18183;rheaR:18184;seedR:rxn00330
MALt2_2	2 M_h@e + 1 M_mal__L@e --> 2 M_h@c + 1 M_mal__L@c	MALt2_2				biggR:MALt2_2;metacycR:TRANS-RXN-121A;mnx:MNXR101370;rheaR:29339;rheaR:29340;rheaR:29341;rheaR:29342;seedR:rxn08865;seedR:rxn10153
MDH	1 M_mal__L@c + 1 M_nad@c <==> 1 M_h@c + 1 M_nadh@c + 1 M_oaa@c	MDH		1.1.1.299;1.1.1.37		biggR:MDH;keggR:R00342;metacycR:MALATE-DEH-RXN;mnx:MNXR101439;reactomeR:R-ATH-70979;reactomeR:R-ATH-71783;reactomeR:R-BTA-198508;reactomeR:R-BTA-70979;reactomeR:R-BTA-71783;reactomeR:R-CEL-198508;reactomeR:R-CEL-70979;reactomeR:R-CEL-71783;reactomeR:R-CFA-198508;reactomeR:R-CFA-70979;reactomeR:R-CFA-71783;reactomeR:R-DDI-198508;reactomeR:R-DME-198508;reactomeR:R-DME-70979;reactomeR:R-DME-71783;reactomeR:R-DRE-198508;reactomeR:R-DRE-70979;reactomeR:R-DRE-71783;reactomeR:R-GGA-198508;reactomeR:R-GGA-372422;reactomeR:R-GGA-372855;reactomeR:R-GGA-373047;reactomeR:R-GGA-70979;reactomeR:R-GGA-71783;reactomeR:R-HSA-198508;reactomeR:R-HSA-70979;reactomeR:R-HSA-71783;reactomeR:R-MMU-198508;reactomeR:R-MMU-70979;reactomeR:R-MMU-71783;reactomeR:R-OSA-70979;reactomeR:R-OSA-71783;reactomeR:R-RNO-198508;reactomeR:R-RNO-70979;reactomeR:R-RNO-71783;reactomeR:R-SCE-70979;reactomeR:R-SCE-71783;reactomeR:R-SPO-70979;reactomeR:R-SPO-71783;reactomeR:R-SSC-198508;reactomeR:R-SSC-70979;reactomeR:R-SSC-71783;reactomeR:R-TGU-198508;reactomeR:R-TGU-70979;reactomeR:R-TGU-71783;reactomeR:R-XTR-198508;reactomeR:R-XTR-70979;reactomeR:R-XTR-71783;rheaR:21432;rheaR:21433;rheaR:21434;rheaR:21435;sabiork:113;seedR:rxn00248
ME1	1 M_mal__L@c + 1 M_nad@c --> 1 M_co2@c + 1 M_nadh@c + 1 M_pyr@c	ME1		1.1.1.38;1.1.1.39		biggR:ME1;keggR:R00214;metacycR:1.1.1.39-RXN;mnx:MNXR101446;rheaR:12653;rheaR:12654;rheaR:12655;rheaR:12656;sabiork:141;seedR:rxn00159
ME2	1 M_mal__L@c + 1 M_nadp@c --> 1 M_co2@c + 1 M_nadph@c + 1 M_pyr@c	ME2		1.1.1.40		biggR:ME2;keggR:R00216;metacycR:MALIC-NADP-RXN;mnx:MNXR101443;rheaR:18253;rheaR:18254;rheaR:18255;rheaR:18256;sabiork:142;seedR:rxn00161
NADH16	4 M_h@c + 1 M_nadh@c + 1 M_q8@c --> 3 M_h@e + 1 M_nad@c + 1 M_q8h2@c	NADH16		1.6.5.3		biggR:NADH16;mnx:MNXR101864;seedR:rxn08972
NADTRHD	1 M_nad@c + 1 M_nadph@c --> 1 M_nadh@c + 1 M_nadp@c	NADTRHD		1.6.1.1;1.6.1.2;1.6.1.3		biggR:NADTRHD;keggR:R00112;metacycR:PYRNUTRANSHYDROGEN-RXN;mnx:MNXR101898;rheaR:11692;rheaR:11693;rheaR:11694;rheaR:11695;seedR:rxn00083
NH4t	1 M_nh4@e <==> 1 M_nh4@c	NH4t				biggR:NH4t;metacycR:RXN-9615;metacycR:TRANS-RXN0-206;metacycR:TRANS-RXN0-544;mnx:MNXR101950;reactomeR:R-BTA-444416;reactomeR:R-CEL-444416;reactomeR:R-CFA-444416;reactomeR:R-DDI-444416;reactomeR:R-DME-444416;reactomeR:R-DRE-444416;reactomeR:R-GGA-444416;reactomeR:R-HSA-444416;reactomeR:R-MMU-444416;reactomeR:R-RNO-444416;reactomeR:R-SSC-444416;reactomeR:R-TGU-444416;reactomeR:R-XTR-444416;rheaR:28747;rheaR:28748;rheaR:28749;rheaR:28750;sabiork:11683;seedR:rxn05466;seedR:rxn08986;seedR:rxn08987;seedR:rxn09736;seedR:rxn09835;seedR:rxn13364
O2t	1 M_o2@e <==> 1 M_o2@c	O2t				biggR:O2t;metacycR:TRANS-RXN0-474;mnx:MNXR102090;seedR:rxn05468;seedR:rxn09031;seedR:rxn09032;seedR:rxn09641;seedR:rxn09734
PDH	1 M_coa@c + 1 M_nad@c + 1 M_pyr@c --> 1 M_accoa@c + 1 M_co2@c + 1 M_nadh@c	PDH		1.2.1;1.2.1.51;1.2.4.1;1.8.1.4;2.3.1.12		biggR:PDH;keggR:R00209;metacycR:PYRUVDEH-RXN;mnx:MNXR102425;reactomeR:R-ATH-71397;reactomeR:R-BTA-71397;reactomeR:R-CEL-71397;reactomeR:R-CFA-71397;reactomeR:R-DDI-71397;reactomeR:R-DME-71397;reactomeR:R-DRE-71397;reactomeR:R-GGA-373177;reactomeR:R-GGA-71397;reactomeR:R-HSA-71397;reactomeR:R-MMU-71397;reactomeR:R-OSA-71397;reactomeR:R-RNO-71397;reactomeR:R-SCE-71397;reactomeR:R-SPO-71397;reactomeR:R-SSC-71397;reactomeR:R-TGU-71397;reactomeR:R-XTR-71397;rheaR:28042;rheaR:28043;rheaR:28044;rheaR:28045;sabiork:523;seedR:rxn00154
PFK	1 M_atp@c + 1 M_f6p@c --> 1 M_adp@c + 1 M_fdp@c + 1 M_h@c	PFK		2.7.1.11		biggR:PFK;mnx:MNXR102507;rheaR:16109;rheaR:16110;rheaR:16111;rheaR:16112
PFL	1 M_coa@c + 1 M_pyr@c --> 1 M_accoa@c + 1 M_for@c	PFL		2.3.1.54		biggR:PFL;keggR:R00212;metacycR:PYRUVFORMLY-RXN;mnx:MNXR102514;rheaR:11844;rheaR:11845;rheaR:11846;rheaR:11847;sabiork:146;seedR:rxn00157
PGI	1 M_g6p@c <==> 1 M_f6p@c	PGI		5.3.1.9		biggR:PGI;metacycR:PGLUCISOM-RXN;mnx:MNXR102535
PGK	1 M_3pg@c + 1 M_atp@c <==> 1 M_13dpg@c + 1 M_adp@c	PGK		2.7.2.3		biggR:PGK;keggR:R01512;metacycR:PHOSGLYPHOS-RXN;mnx:MNXR102538;reactomeR:R-ATH-70486;reactomeR:R-ATH-71850;reactomeR:R-BTA-70486;reactomeR:R-BTA-71850;reactomeR:R-CEL-70486;reactomeR:R-CEL-71850;reactomeR:R-CFA-70486;reactomeR:R-CFA-71850;reactomeR:R-DDI-70486;reactomeR:R-DDI-71850;reactomeR:R-DME-70486;reactomeR:R-DME-71850;reactomeR:R-DRE-70486;reactomeR:R-DRE-71850;reactomeR:R-GGA-353023;reactomeR:R-GGA-353039;reactomeR:R-GGA-70486;reactomeR:R-GGA-71850;reactomeR:R-HSA-70486;reactomeR:R-HSA-71850;reactomeR:R-MMU-70486;reactomeR:R-MMU-71850;reactomeR:R-OSA-70486;reactomeR:R-OSA-71850;reactomeR:R-PFA-70486;reactomeR:R-PFA-71850;reactomeR:R-RNO-70486;reactomeR:R-RNO-71850;reactomeR:R-SCE-70486;reactomeR:R-SCE-71850;reactomeR:R-SPO-70486;reactomeR:R-SPO-71850;reactomeR:R-SSC-70486;reactomeR:R-SSC-71850;reactomeR:R-TGU-70486;reactomeR:R-TGU-71850;reactomeR:R-XTR-70486;reactomeR:R-XTR-71850;rheaR:14801;rheaR:14802;rheaR:14803;rheaR:14804;sabiork:7644;seedR:rxn01100
PGL	1 M_6pgl@c + 1 M_h2o@c --> 1 M_6pgc@c + 1 M_h@c	PGL		3.1.1.31		biggR:PGL;keggR:R02035;metacycR:6PGLUCONOLACT-RXN;mnx:MNXR102539;reactomeR:R-ATH-71296;reactomeR:R-BTA-71296;reactomeR:R-CEL-71296;reactomeR:R-CFA-71296;reactomeR:R-DDI-71296;reactomeR:R-DME-71296;reactomeR:R-DRE-71296;reactomeR:R-GGA-71296;reactomeR:R-HSA-71296;reactomeR:R-MMU-71296;reactomeR:R-OSA-71296;reactomeR:R-RNO-71296;reactomeR:R-SCE-71296;reactomeR:R-SPO-71296;reactomeR:R-SSC-71296;reactomeR:R-XTR-71296;rheaR:12556;rheaR:12557;rheaR:12558;rheaR:12559;sabiork:109;seedR:rxn01476
PGM	1 M_2pg@c <==> 1 M_3pg@c	PGM		5.4.2.1;5.4.2.11;5.4.2.12		biggR:PGM;keggR:R01518;metacycR:3PGAREARR-RXN;metacycR:RXN-15513;mnx:MNXR102547;reactomeR:R-ATH-71445;reactomeR:R-ATH-71654;reactomeR:R-BTA-71445;reactomeR:R-BTA-71654;reactomeR:R-CFA-71445;reactomeR:R-CFA-71654;reactomeR:R-DDI-71445;reactomeR:R-DDI-71654;reactomeR:R-DME-71445;reactomeR:R-DME-71654;reactomeR:R-DRE-71445;reactomeR:R-DRE-71654;reactomeR:R-GGA-352994;reactomeR:R-GGA-353014;reactomeR:R-GGA-71445;reactomeR:R-GGA-71654;reactomeR:R-HSA-71445;reactomeR:R-HSA-71654;reactomeR:R-MMU-71445;reactomeR:R-MMU-71654;reactomeR:R-OSA-71445;reactomeR:R-OSA-71654;reactomeR:R-PFA-71445;reactomeR:R-PFA-71654;reactomeR:R-RNO-71445;reactomeR:R-RNO-71654;reactomeR:R-SCE-71445;reactomeR:R-SCE-71654;reactomeR:R-SPO-71445;reactomeR:R-SPO-71654;reactomeR:R-SSC-71445;reactomeR:R-SSC-71654;reactomeR:R-TGU-71445;reactomeR:R-TGU-71654;reactomeR:R-XTR-71445;reactomeR:R-XTR-71654;rheaR:15901;rheaR:15902;rheaR:15903;rheaR:15904;sabiork:7641;seedR:rxn01106
PIt2r	1 M_h@e + 1 M_pi@e <==> 1 M_h@c + 1 M_pi@c	PIt2r				biggR:PIt2r;metacycR:TRANS-RXN-114;mnx:MNXR102872;rheaR:29939;rheaR:29940;rheaR:29941;rheaR:29942;seedR:rxn05312;seedR:rxn09120;seedR:rxn09723;seedR:rxn09811;seedR:rxn09833;seedR:rxn09872
PPC	1 M_co2@c + 1 M_h2o@c + 1 M_pep@c --> 1 M_h@c + 1 M_oaa@c + 1 M_pi@c	PPC		4.1.1.31		biggR:PPC;keggR:R00345;mnx:MNXR103096;rheaR:23072;rheaR:23073;rheaR:23074;rheaR:23075;sabiork:150;seedR:rxn00251
PPCK	1 M_atp@c + 1 M_oaa@c --> 1 M_adp@c + 1 M_co2@c + 1 M_pep@c	PPCK		4.1.1.49		biggR:PPCK;keggR:R00341;metacycR:PEPCARBOXYKIN-RXN;mnx:MNXR103099;rheaR:18617;rheaR:18618;rheaR:18619;rheaR:18620;sabiork:151;seedR:rxn00247
PPS	1 M_atp@c + 1 M_h2o@c + 1 M_pyr@c --> 1 M_amp@c + 2 M_h@c + 1 M_pep@c + 1 M_pi@c	PPS		2.7.9.2		biggR:PPS;keggR:R00199;metacycR:PEPSYNTH-RXN;mnx:MNXR103140;rheaR:11364;rheaR:11365;rheaR:11366;rheaR:11367;sabiork:148;seedR:rxn00147
PTAr	1 M_accoa@c + 1 M_pi@c <==> 1 M_actp@c + 1 M_coa@c	PTAr		2.3.1.8		biggR:PTAr;keggR:R00230;metacycR:PHOSACETYLTRANS-RXN;mnx:MNXR103319;rheaR:19521;rheaR:19522;rheaR:19523;rheaR:19524;sabiork:72;seedR:rxn00173
PYK	1 M_adp@c + 1 M_h@c + 1 M_pep@c --> 1 M_atp@c + 1 M_pyr@c	PYK		2.7.1.40		biggR:PYK;keggR:R00200;metacycR:PEPDEPHOS-RXN;mnx:MNXR103371;reactomeR:R-ATH-71670;reactomeR:R-BTA-71670;reactomeR:R-CEL-71670;reactomeR:R-CFA-71670;reactomeR:R-DDI-71670;reactomeR:R-DME-71670;reactomeR:R-DRE-71670;reactomeR:R-GGA-353056;reactomeR:R-GGA-71670;reactomeR:R-HSA-71670;reactomeR:R-MMU-71670;reactomeR:R-OSA-71670;reactomeR:R-PFA-71670;reactomeR:R-RNO-71670;reactomeR:R-SCE-71670;reactomeR:R-SPO-71670;reactomeR:R-SSC-71670;reactomeR:R-TGU-71670;reactomeR:R-XTR-71670;rheaR:18157;rheaR:18158;rheaR:18159;rheaR:18160;sabiork:9;seedR:rxn00148
PYRt2	1 M_h@e + 1 M_pyr@e <==> 1 M_h@c + 1 M_pyr@c	PYRt2				biggR:PYRt2;mnx:MNXR103385;reactomeR:R-GGA-372359;reactomeR:R-HSA-372342;reactomeR:R-RNO-372347;seedR:rxn05469;seedR:rxn09217;seedR:rxn09717;seedR:rxn09832
RPE	1 M_ru5p__D@c <==> 1 M_xu5p__D@c	RPE		5.1.3.1		biggR:RPE;keggR:R01529;metacycR:RIBULP3EPIM-RXN;mnx:MNXR104083;reactomeR:R-ATH-199803;reactomeR:R-ATH-71303;reactomeR:R-BTA-199803;reactomeR:R-BTA-71303;reactomeR:R-CEL-199803;reactomeR:R-CEL-71303;reactomeR:R-CFA-199803;reactomeR:R-CFA-71303;reactomeR:R-DDI-199803;reactomeR:R-DDI-71303;reactomeR:R-DME-199803;reactomeR:R-DME-71303;reactomeR:R-DRE-199803;reactomeR:R-DRE-71303;reactomeR:R-GGA-199803;reactomeR:R-GGA-71303;reactomeR:R-HSA-199803;reactomeR:R-HSA-71303;reactomeR:R-MMU-199803;reactomeR:R-MMU-71303;reactomeR:R-OSA-199803;reactomeR:R-OSA-71303;reactomeR:R-PFA-199803;reactomeR:R-PFA-71303;reactomeR:R-RNO-199803;reactomeR:R-RNO-71303;reactomeR:R-SCE-199803;reactomeR:R-SCE-71303;reactomeR:R-SPO-199803;reactomeR:R-SPO-71303;reactomeR:R-SSC-199803;reactomeR:R-SSC-71303;reactomeR:R-TGU-199803;reactomeR:R-TGU-71303;reactomeR:R-XTR-199803;reactomeR:R-XTR-71303;rheaR:13677;rheaR:13678;rheaR:13679;rheaR:13680;sabiork:62;seedR:rxn01116
RPI	1 M_r5p@c <==> 1 M_ru5p__D@c	RPI		5.3.1.6		biggR:RPI;mnx:MNXR104084
SUCCt2_2	2 M_h@e + 1 M_succ@e --> 2 M_h@c + 1 M_succ@c	SUCCt2_2				biggR:SUCCt2_2;metacycR:TRANS-RXN-121;mnx:MNXR104620;rheaR:29303;rheaR:29304;rheaR:29305;rheaR:29306;seedR:rxn09269;seedR:rxn10154
SUCCt3	1 M_h@e + 1 M_succ@c --> 1 M_h@c + 1 M_succ@e	SUCCt3				biggR:SUCCt3;mnx:MNXR104623;seedR:rxn09270
SUCDi	1 M_q8@c + 1 M_succ@c --> 1 M_fum@c + 1 M_q8h2@c	SUCDi				biggR:SUCDi;mnx:MNXR99641;rheaR:29187;rheaR:29188;rheaR:29189;rheaR:29190;seedR:rxn09272
