#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
ENSG00000088035		ensembl:ENSG00000088035;ensembl:ENSP00000263440;ensembl:ENSP00000473328;ensembl:ENSP00000473934;ensembl:ENSP00000497170;ensembl:ENSP00000497667;ensembl:ENSP00000497742;ensembl:ENSP00000497828;ensembl:ENST00000263440;ensembl:ENST00000462390;ensembl:ENST00000465969;ensembl:ENST00000487136;ensembl:ENST00000494765;ensembl:ENST00000603108;ensembl:ENST00000647818;ensembl:ENST00000648964;ensembl:ENST00000649570;ensembl:ENST00000650331;ensembl:ENST00000650469;ensembl:ENST00000650494;hgnc.symbol:ALG6;ncbigene:29929;uniprot:Q9Y672	ENSG00000088035
ENSG00000088305		ensembl:ENSG00000088305;ensembl:ENSP00000201963;ensembl:ENSP00000313397;ensembl:ENSP00000328547;ensembl:ENSP00000337764;ensembl:ENSP00000403169;ensembl:ENSP00000412305;ensembl:ENST00000201963;ensembl:ENST00000328111;ensembl:ENST00000348286;ensembl:ENST00000353855;ensembl:ENST00000443239;ensembl:ENST00000456297;hgnc.symbol:DNMT3B;ncbigene:1789;uniprot:Q9UBC3	ENSG00000088305
ENSG00000088386		ensembl:ENSG00000088386;ensembl:ENSP00000365686;ensembl:ENST00000376494;ensembl:ENST00000376503;hgnc.symbol:SLC15A1;ncbigene:6564;uniprot:P46059	ENSG00000088386
ENSG00000088451		ensembl:ENSG00000088451;ensembl:ENSP00000261296;ensembl:ENST00000261296;ensembl:ENST00000470480;ensembl:ENST00000498294;hgnc.symbol:TGDS;ncbigene:23483;uniprot:O95455	ENSG00000088451
ENSG00000088766		ensembl:ENSG00000088766;ensembl:ENSP00000368140;ensembl:ENSP00000368145;ensembl:ENSP00000416770;ensembl:ENST00000378863;ensembl:ENST00000378868;ensembl:ENST00000452938;ensembl:ENST00000464921;ensembl:ENST00000478846;ensembl:ENST00000489345;ensembl:ENST00000609154;hgnc.symbol:CRLS1;ncbigene:54675;uniprot:Q9UJA2	ENSG00000088766
ENSG00000088826		ensembl:ENSG00000088826;ensembl:ENSP00000278795;ensembl:ENSP00000307252;ensembl:ENSP00000341775;ensembl:ENSP00000344595;ensembl:ENSP00000368773;ensembl:ENSP00000407269;ensembl:ENSP00000478305;ensembl:ENST00000278795;ensembl:ENST00000305958;ensembl:ENST00000339123;ensembl:ENST00000346595;ensembl:ENST00000379460;ensembl:ENST00000457205;ensembl:ENST00000466004;ensembl:ENST00000484515;ensembl:ENST00000486998;ensembl:ENST00000493223;ensembl:ENST00000494098;ensembl:ENST00000621355;hgnc.symbol:SMOX;ncbigene:54498;uniprot:Q9NWM0	ENSG00000088826
ENSG00000088832		ensembl:ENSG00000088832;ensembl:ENSP00000371134;ensembl:ENSP00000371138;ensembl:ENSP00000371143;ensembl:ENSP00000383003;ensembl:ENSP00000409863;ensembl:ENSP00000478093;ensembl:ENSP00000480846;ensembl:ENSP00000482758;ensembl:ENSP00000503033;ensembl:ENSP00000503152;ensembl:ENSP00000503279;ensembl:ENSP00000503592;ensembl:ENST00000381715;ensembl:ENST00000381719;ensembl:ENST00000381724;ensembl:ENST00000400137;ensembl:ENST00000439640;ensembl:ENST00000460490;ensembl:ENST00000474657;ensembl:ENST00000474726;ensembl:ENST00000612074;ensembl:ENST00000614856;ensembl:ENST00000618612;ensembl:ENST00000677078;ensembl:ENST00000677335;ensembl:ENST00000677533;ensembl:ENST00000677937;ensembl:ENST00000678136;ensembl:ENST00000678325;ensembl:ENST00000678408;ensembl:ENST00000679195;hgnc.symbol:FKBP1A;ncbigene:2280;uniprot:P62942	ENSG00000088832
ENSG00000089057		ensembl:ENSG00000089057;ensembl:ENSP00000344322;ensembl:ENSP00000368637;ensembl:ENSP00000396364;ensembl:ENST00000338244;ensembl:ENST00000379333;ensembl:ENST00000423430;ensembl:ENST00000468355;ensembl:ENST00000496331;hgnc.symbol:SLC23A2;ncbigene:9962;uniprot:Q9UGH3	ENSG00000089057
ENSG00000089060		ensembl:ENSG00000089060;ensembl:ENSP00000202831;ensembl:ENSP00000447091;ensembl:ENSP00000447502;ensembl:ENSP00000447585;ensembl:ENSP00000447972;ensembl:ENSP00000448703;ensembl:ENSP00000448749;ensembl:ENSP00000448758;ensembl:ENSP00000449448;ensembl:ENSP00000449519;ensembl:ENSP00000450081;ensembl:ENSP00000506377;ensembl:ENST00000202831;ensembl:ENST00000546737;ensembl:ENST00000548186;ensembl:ENST00000548477;ensembl:ENST00000548518;ensembl:ENST00000549069;ensembl:ENST00000549181;ensembl:ENST00000549372;ensembl:ENST00000549605;ensembl:ENST00000550047;ensembl:ENST00000550672;ensembl:ENST00000551230;ensembl:ENST00000552014;ensembl:ENST00000552565;ensembl:ENST00000552613;ensembl:ENST00000553238;ensembl:ENST00000680972;hgnc.symbol:SLC8B1;ncbigene:80024;uniprot:Q6J4K2	ENSG00000089060
ENSG00000089234		ensembl:ENSG00000089234;ensembl:ENSP00000330813;ensembl:ENSP00000403524;ensembl:ENST00000327551;ensembl:ENST00000419234;ensembl:ENST00000547043;hgnc.symbol:BRAP;ncbigene:8315;uniprot:Q7Z569	ENSG00000089234
ENSG00000089250		ensembl:ENSG00000089250;ensembl:ENSP00000320758;ensembl:ENSP00000337459;ensembl:ENSP00000339862;ensembl:ENSP00000477999;ensembl:ENST00000317775;ensembl:ENST00000338101;ensembl:ENST00000344089;ensembl:ENST00000477584;ensembl:ENST00000549189;ensembl:ENST00000618760;hgnc.symbol:NOS1;ncbigene:4842;uniprot:P29475	ENSG00000089250
ENSG00000089472		ensembl:ENSG00000089472;ensembl:ENSP00000337418;ensembl:ENSP00000343939;ensembl:ENSP00000392319;ensembl:ENSP00000396907;ensembl:ENSP00000398078;ensembl:ENSP00000411687;ensembl:ENSP00000413211;ensembl:ENSP00000430620;ensembl:ENSP00000507032;ensembl:ENSP00000507110;ensembl:ENSP00000507338;ensembl:ENSP00000507411;ensembl:ENSP00000507800;ensembl:ENSP00000507905;ensembl:ENST00000336279;ensembl:ENST00000343002;ensembl:ENST00000419594;ensembl:ENST00000425114;ensembl:ENST00000429547;ensembl:ENST00000441993;ensembl:ENST00000458621;ensembl:ENST00000471121;ensembl:ENST00000519389;ensembl:ENST00000682362;ensembl:ENST00000682927;ensembl:ENST00000683049;ensembl:ENST00000683420;ensembl:ENST00000684042;ensembl:ENST00000684071;ensembl:ENST00000684603;ensembl:ENST00000684625;hgnc.symbol:HEPH;ncbigene:9843;uniprot:Q9BQS7	ENSG00000089472
ENSG00000089597		ensembl:ENSG00000089597;ensembl:ENSP00000340466;ensembl:ENSP00000349053;ensembl:ENSP00000432181;ensembl:ENSP00000432593;ensembl:ENSP00000433799;ensembl:ENSP00000434805;ensembl:ENSP00000434921;ensembl:ENSP00000435306;ensembl:ENSP00000442962;ensembl:ENSP00000497655;ensembl:ENST00000346178;ensembl:ENST00000356638;ensembl:ENST00000524437;ensembl:ENST00000525994;ensembl:ENST00000526210;ensembl:ENST00000526392;ensembl:ENST00000526732;ensembl:ENST00000528503;ensembl:ENST00000529737;ensembl:ENST00000531563;ensembl:ENST00000532402;ensembl:ENST00000534419;ensembl:ENST00000534422;ensembl:ENST00000534613;ensembl:ENST00000534779;ensembl:ENST00000540933;ensembl:ENST00000648273;hgnc.symbol:GANAB;ncbigene:23193;uniprot:Q14697	ENSG00000089597
ENSG00000090013		ensembl:ENSG00000090013;ensembl:ENSP00000263368;ensembl:ENSP00000470619;ensembl:ENSP00000471720;ensembl:ENSP00000494515;ensembl:ENSP00000496337;ensembl:ENST00000263368;ensembl:ENST00000595483;ensembl:ENST00000597870;ensembl:ENST00000601346;ensembl:ENST00000643519;ensembl:ENST00000643596;hgnc.symbol:BLVRB;ncbigene:645;uniprot:P30043	ENSG00000090013
ENSG00000090020		ensembl:ENSG00000090020;ensembl:ENSP00000263980;ensembl:ENSP00000363197;ensembl:ENSP00000363199;ensembl:ENST00000263980;ensembl:ENST00000374084;ensembl:ENST00000374086;ensembl:ENST00000374089;ensembl:ENST00000447808;ensembl:ENST00000490329;hgnc.symbol:SLC9A1;ncbigene:6548;uniprot:P19634	ENSG00000090020
ENSG00000090054		ensembl:ENSG00000090054;ensembl:ENSP00000262554;ensembl:ENSP00000337635;ensembl:ENSP00000493933;ensembl:ENSP00000494770;ensembl:ENSP00000495388;ensembl:ENSP00000495764;ensembl:ENSP00000496627;ensembl:ENST00000262554;ensembl:ENST00000337841;ensembl:ENST00000461132;ensembl:ENST00000469778;ensembl:ENST00000477888;ensembl:ENST00000482632;ensembl:ENST00000488921;ensembl:ENST00000642671;ensembl:ENST00000643599;ensembl:ENST00000644140;ensembl:ENST00000646481;ensembl:ENST00000646534;hgnc.symbol:SPTLC1;ncbigene:10558;uniprot:O15269	ENSG00000090054
ENSG00000090060		ensembl:ENSG00000090060;ensembl:ENSP00000216277;ensembl:ENSP00000376716;ensembl:ENSP00000450437;ensembl:ENSP00000450564;ensembl:ENSP00000450812;ensembl:ENSP00000451267;ensembl:ENSP00000451600;ensembl:ENSP00000451757;ensembl:ENST00000216277;ensembl:ENST00000392990;ensembl:ENST00000553357;ensembl:ENST00000553461;ensembl:ENST00000553689;ensembl:ENST00000553940;ensembl:ENST00000554130;ensembl:ENST00000554135;ensembl:ENST00000554666;ensembl:ENST00000554887;ensembl:ENST00000555021;ensembl:ENST00000555131;ensembl:ENST00000555224;ensembl:ENST00000555508;ensembl:ENST00000555626;ensembl:ENST00000555701;ensembl:ENST00000555912;ensembl:ENST00000556248;ensembl:ENST00000556283;ensembl:ENST00000556459;ensembl:ENST00000556619;ensembl:ENST00000556787;ensembl:ENST00000557320;ensembl:ENST00000557406;ensembl:ENST00000557471;ensembl:ENST00000618976;hgnc.symbol:PAPOLA;ncbigene:10914;uniprot:P51003	ENSG00000090060
ENSG00000090266		ensembl:ENSG00000090266;ensembl:ENSP00000247866;ensembl:ENSP00000418347;ensembl:ENSP00000418573;ensembl:ENSP00000418953;ensembl:ENSP00000418981;ensembl:ENSP00000419087;ensembl:ENSP00000419357;ensembl:ENSP00000419392;ensembl:ENSP00000419479;ensembl:ENSP00000419983;ensembl:ENSP00000420062;ensembl:ENSP00000420377;ensembl:ENST00000247866;ensembl:ENST00000460088;ensembl:ENST00000461457;ensembl:ENST00000462847;ensembl:ENST00000464564;ensembl:ENST00000464566;ensembl:ENST00000465506;ensembl:ENST00000471136;ensembl:ENST00000472695;ensembl:ENST00000475276;ensembl:ENST00000476181;ensembl:ENST00000476279;ensembl:ENST00000476470;ensembl:ENST00000479181;ensembl:ENST00000482954;hgnc.symbol:NDUFB2;ncbigene:4708;uniprot:O95178	ENSG00000090266
ENSG00000090402		ensembl:ENSG00000090402;ensembl:ENSP00000264382;ensembl:ENSP00000419450;ensembl:ENST00000264382;ensembl:ENST00000463607;ensembl:ENST00000476593;hgnc.symbol:SI;ncbigene:6476;uniprot:P14410	ENSG00000090402
ENSG00000090432		ensembl:ENSG00000090432;ensembl:ENSP00000264198;ensembl:ENST00000264198;hgnc.symbol:MUL1;ncbigene:79594;uniprot:Q969V5	ENSG00000090432
ENSG00000090661		ensembl:ENSG00000090661;ensembl:ENSP00000251363;ensembl:ENSP00000452753;ensembl:ENSP00000452910;ensembl:ENSP00000452920;ensembl:ENSP00000453388;ensembl:ENSP00000453509;ensembl:ENSP00000453796;ensembl:ENSP00000453815;ensembl:ENSP00000454122;ensembl:ENST00000251363;ensembl:ENST00000557925;ensembl:ENST00000558268;ensembl:ENST00000558302;ensembl:ENST00000558331;ensembl:ENST00000558501;ensembl:ENST00000558877;ensembl:ENST00000559336;ensembl:ENST00000559450;ensembl:ENST00000559490;ensembl:ENST00000560412;ensembl:ENST00000561008;ensembl:ENST00000561053;ensembl:ENST00000595722;ensembl:ENST00000599275;ensembl:ENST00000600912;hgnc.symbol:CERS4;ncbigene:79603;uniprot:Q9HA82	ENSG00000090661
ENSG00000090686		ensembl:ENSG00000090686;ensembl:ENSP00000309262;ensembl:ENSP00000363862;ensembl:ENSP00000363864;ensembl:ENSP00000383157;ensembl:ENSP00000406256;ensembl:ENSP00000431832;ensembl:ENSP00000431949;ensembl:ENSP00000434073;ensembl:ENSP00000435604;ensembl:ENSP00000435612;ensembl:ENST00000308271;ensembl:ENST00000374730;ensembl:ENST00000374732;ensembl:ENST00000400301;ensembl:ENST00000421625;ensembl:ENST00000464577;ensembl:ENST00000471752;ensembl:ENST00000479177;ensembl:ENST00000487880;ensembl:ENST00000489108;ensembl:ENST00000526044;ensembl:ENST00000527823;ensembl:ENST00000529637;ensembl:ENST00000532737;ensembl:ENST00000534705;hgnc.symbol:USP48;ncbigene:84196;uniprot:Q86UV5	ENSG00000090686
ENSG00000090857		ensembl:ENSG00000090857;ensembl:ENSP00000288050;ensembl:ENSP00000381190;ensembl:ENSP00000455764;ensembl:ENSP00000456385;ensembl:ENSP00000456959;ensembl:ENSP00000457484;ensembl:ENSP00000457636;ensembl:ENSP00000457916;ensembl:ENSP00000457961;ensembl:ENST00000288050;ensembl:ENST00000398122;ensembl:ENST00000561920;ensembl:ENST00000562100;ensembl:ENST00000563930;ensembl:ENST00000564563;ensembl:ENST00000565186;ensembl:ENST00000567046;ensembl:ENST00000567896;ensembl:ENST00000568530;ensembl:ENST00000569042;hgnc.symbol:PDPR;ncbigene:55066;uniprot:Q8NCN5	ENSG00000090857
ENSG00000090861		ensembl:ENSG00000090861;ensembl:ENSP00000261772;ensembl:ENSP00000455360;ensembl:ENSP00000501613;ensembl:ENSP00000501679;ensembl:ENSP00000501853;ensembl:ENSP00000501924;ensembl:ENSP00000502014;ensembl:ENSP00000502052;ensembl:ENSP00000502055;ensembl:ENSP00000502108;ensembl:ENSP00000502196;ensembl:ENSP00000502230;ensembl:ENSP00000502247;ensembl:ENSP00000502277;ensembl:ENSP00000502321;ensembl:ENSP00000502367;ensembl:ENSP00000502479;ensembl:ENSP00000502534;ensembl:ENSP00000502620;ensembl:ENSP00000502645;ensembl:ENSP00000502699;ensembl:ENSP00000502712;ensembl:ENSP00000502726;ensembl:ENSP00000502753;ensembl:ENSP00000502765;ensembl:ENSP00000502797;ensembl:ENSP00000502823;ensembl:ENST00000261772;ensembl:ENST00000564359;ensembl:ENST00000565361;ensembl:ENST00000566969;ensembl:ENST00000567490;ensembl:ENST00000569790;ensembl:ENST00000569825;ensembl:ENST00000674512;ensembl:ENST00000674652;ensembl:ENST00000674691;ensembl:ENST00000674768;ensembl:ENST00000674811;ensembl:ENST00000674848;ensembl:ENST00000674962;ensembl:ENST00000674963;ensembl:ENST00000675035;ensembl:ENST00000675045;ensembl:ENST00000675120;ensembl:ENST00000675133;ensembl:ENST00000675155;ensembl:ENST00000675270;ensembl:ENST00000675297;ensembl:ENST00000675338;ensembl:ENST00000675371;ensembl:ENST00000675403;ensembl:ENST00000675569;ensembl:ENST00000675588;ensembl:ENST00000675643;ensembl:ENST00000675691;ensembl:ENST00000675751;ensembl:ENST00000675853;ensembl:ENST00000675917;ensembl:ENST00000675953;ensembl:ENST00000675986;ensembl:ENST00000676004;ensembl:ENST00000676040;ensembl:ENST00000676065;ensembl:ENST00000676168;ensembl:ENST00000676209;ensembl:ENST00000676211;ensembl:ENST00000676212;ensembl:ENST00000676247;hgnc.symbol:AARS1;ncbigene:16;uniprot:P49588	ENSG00000090861
ENSG00000090971		ensembl:ENSG00000090971;ensembl:ENSP00000205194;ensembl:ENSP00000470543;ensembl:ENSP00000471807;ensembl:ENSP00000472383;ensembl:ENST00000205194;ensembl:ENST00000587400;ensembl:ENST00000588985;ensembl:ENST00000591590;ensembl:ENST00000592719;hgnc.symbol:NAT14;ncbigene:57106;uniprot:Q8WUY8	ENSG00000090971
ENSG00000091137		ensembl:ENSG00000091137;ensembl:ENSP00000394760;ensembl:ENSP00000494017;ensembl:ENSP00000494344;ensembl:ENST00000440056;ensembl:ENST00000460748;ensembl:ENST00000477350;ensembl:ENST00000480841;ensembl:ENST00000492030;ensembl:ENST00000497446;ensembl:ENST00000644269;ensembl:ENST00000644846;hgnc.symbol:SLC26A4;ncbigene:5172;uniprot:O43511	ENSG00000091137
ENSG00000091138		ensembl:ENSG00000091138;ensembl:ENSP00000345873;ensembl:ENSP00000368375;ensembl:ENSP00000395955;ensembl:ENST00000340010;ensembl:ENST00000379083;ensembl:ENST00000453332;ensembl:ENST00000468551;ensembl:ENST00000469651;hgnc.symbol:SLC26A3;ncbigene:1811;uniprot:P40879	ENSG00000091138
ENSG00000091140		ensembl:ENSG00000091140;ensembl:ENSP00000205402;ensembl:ENSP00000387542;ensembl:ENSP00000388077;ensembl:ENSP00000390667;ensembl:ENSP00000402593;ensembl:ENSP00000409590;ensembl:ENSP00000417016;ensembl:ENSP00000492159;ensembl:ENST00000205402;ensembl:ENST00000415325;ensembl:ENST00000417551;ensembl:ENST00000437604;ensembl:ENST00000440410;ensembl:ENST00000450038;ensembl:ENST00000451081;ensembl:ENST00000453354;ensembl:ENST00000460577;ensembl:ENST00000478414;ensembl:ENST00000485066;ensembl:ENST00000489184;ensembl:ENST00000494441;ensembl:ENST00000639772;hgnc.symbol:DLD;ncbigene:1738;uniprot:P09622	ENSG00000091140
ENSG00000091483		ensembl:ENSG00000091483;ensembl:ENSP00000355518;ensembl:ENSP00000506864;ensembl:ENSP00000507894;ensembl:ENSP00000508203;ensembl:ENST00000366560;ensembl:ENST00000493477;ensembl:ENST00000497042;ensembl:ENST00000682162;ensembl:ENST00000682567;ensembl:ENST00000683521;ensembl:ENST00000684161;ensembl:ENST00000684483;hgnc.symbol:FH;ncbigene:2271;uniprot:P07954	ENSG00000091483
ENSG00000091664		ensembl:ENSG00000091664;ensembl:ENSP00000263160;ensembl:ENST00000263160;ensembl:ENST00000534115;ensembl:ENST00000648880;hgnc.symbol:SLC17A6;ncbigene:57084;uniprot:Q9P2U8	ENSG00000091664
ENSG00000091704		ensembl:ENSG00000091704;ensembl:ENSP00000011292;ensembl:ENSP00000419408;ensembl:ENSP00000419497;ensembl:ENSP00000420218;ensembl:ENSP00000475021;ensembl:ENST00000011292;ensembl:ENST00000470838;ensembl:ENST00000476062;ensembl:ENST00000478096;ensembl:ENST00000479106;ensembl:ENST00000481342;ensembl:ENST00000484324;ensembl:ENST00000491460;ensembl:ENST00000604896;hgnc.symbol:CPA1;ncbigene:1357;uniprot:P15085	ENSG00000091704
ENSG00000092009		ensembl:ENSG00000092009;ensembl:ENSP00000206446;ensembl:ENSP00000250378;ensembl:ENST00000206446;ensembl:ENST00000250378;hgnc.symbol:CMA1;ncbigene:1215;uniprot:P23946	ENSG00000092009
ENSG00000092068		ensembl:ENSG00000092068;ensembl:ENSP00000320378;ensembl:ENSP00000343949;ensembl:ENSP00000391577;ensembl:ENSP00000416398;ensembl:ENSP00000434345;ensembl:ENSP00000434352;ensembl:ENSP00000435114;ensembl:ENSP00000435865;ensembl:ENSP00000436665;ensembl:ENSP00000480181;ensembl:ENST00000316902;ensembl:ENST00000339733;ensembl:ENST00000397310;ensembl:ENST00000422941;ensembl:ENST00000453702;ensembl:ENST00000469263;ensembl:ENST00000524758;ensembl:ENST00000525062;ensembl:ENST00000528186;ensembl:ENST00000528806;ensembl:ENST00000528860;ensembl:ENST00000529705;ensembl:ENST00000532568;ensembl:ENST00000621729;hgnc.symbol:SLC7A8;ncbigene:23428;uniprot:Q9UHI5	ENSG00000092068
ENSG00000092098		ensembl:ENSG00000092098;ensembl:ENSP00000315112;ensembl:ENSP00000452820;ensembl:ENSP00000452972;ensembl:ENSP00000453423;ensembl:ENSP00000453471;ensembl:ENSP00000453574;ensembl:ENSP00000453595;ensembl:ENSP00000453601;ensembl:ENSP00000453645;ensembl:ENSP00000453672;ensembl:ENSP00000453948;ensembl:ENSP00000454032;ensembl:ENSP00000454048;ensembl:ENSP00000454140;ensembl:ENSP00000499015;ensembl:ENST00000324103;ensembl:ENST00000483895;ensembl:ENST00000491351;ensembl:ENST00000557878;ensembl:ENST00000557991;ensembl:ENST00000558452;ensembl:ENST00000558634;ensembl:ENST00000558907;ensembl:ENST00000559071;ensembl:ENST00000559260;ensembl:ENST00000559275;ensembl:ENST00000559308;ensembl:ENST00000559438;ensembl:ENST00000559449;ensembl:ENST00000559491;ensembl:ENST00000559533;ensembl:ENST00000559583;ensembl:ENST00000559719;ensembl:ENST00000559882;ensembl:ENST00000560071;ensembl:ENST00000560342;ensembl:ENST00000560631;ensembl:ENST00000560754;ensembl:ENST00000560787;ensembl:ENST00000560875;hgnc.symbol:RNF31;ncbigene:55072;uniprot:Q96EP0	ENSG00000092098
ENSG00000092148		ensembl:ENSG00000092148;ensembl:ENSP00000382269;ensembl:ENSP00000450697;ensembl:ENSP00000450920;ensembl:ENSP00000451260;ensembl:ENSP00000451860;ensembl:ENSP00000452015;ensembl:ENSP00000452233;ensembl:ENSP00000479695;ensembl:ENSP00000484981;ensembl:ENST00000399332;ensembl:ENST00000553616;ensembl:ENST00000553700;ensembl:ENST00000553957;ensembl:ENST00000554027;ensembl:ENST00000554471;ensembl:ENST00000554850;ensembl:ENST00000554882;ensembl:ENST00000555311;ensembl:ENST00000555843;ensembl:ENST00000555915;ensembl:ENST00000556004;ensembl:ENST00000556224;ensembl:ENST00000556281;ensembl:ENST00000556474;ensembl:ENST00000557321;ensembl:ENST00000557369;ensembl:ENST00000557695;ensembl:ENST00000611816;hgnc.symbol:HECTD1;ncbigene:25831;uniprot:Q9ULT8	ENSG00000092148
ENSG00000092295		ensembl:ENSG00000092295;ensembl:ENSP00000206765;ensembl:ENSP00000439446;ensembl:ENSP00000452690;ensembl:ENSP00000452822;ensembl:ENSP00000453234;ensembl:ENSP00000453337;ensembl:ENSP00000453701;ensembl:ENSP00000453840;ensembl:ENSP00000454070;ensembl:ENST00000206765;ensembl:ENST00000544573;ensembl:ENST00000558074;ensembl:ENST00000559136;ensembl:ENST00000559669;ensembl:ENST00000560226;ensembl:ENST00000560443;ensembl:ENST00000560478;ensembl:ENST00000561067;hgnc.symbol:TGM1;ncbigene:7051;uniprot:P22735	ENSG00000092295
ENSG00000092529		ensembl:ENSG00000092529;ensembl:ENSP00000183936;ensembl:ENSP00000326281;ensembl:ENSP00000336840;ensembl:ENSP00000348667;ensembl:ENSP00000350181;ensembl:ENSP00000380349;ensembl:ENSP00000380384;ensembl:ENSP00000380387;ensembl:ENSP00000454379;ensembl:ENSP00000454937;ensembl:ENSP00000455254;ensembl:ENSP00000456514;ensembl:ENSP00000456575;ensembl:ENSP00000456607;ensembl:ENSP00000457759;ensembl:ENSP00000457878;ensembl:ENSP00000457898;ensembl:ENSP00000500956;ensembl:ENSP00000500976;ensembl:ENSP00000500987;ensembl:ENSP00000500989;ensembl:ENSP00000501007;ensembl:ENSP00000501021;ensembl:ENSP00000501023;ensembl:ENSP00000501034;ensembl:ENSP00000501054;ensembl:ENSP00000501057;ensembl:ENSP00000501099;ensembl:ENSP00000501112;ensembl:ENSP00000501129;ensembl:ENSP00000501138;ensembl:ENSP00000501142;ensembl:ENSP00000501155;ensembl:ENSP00000501171;ensembl:ENSP00000501173;ensembl:ENSP00000501175;ensembl:ENSP00000501178;ensembl:ENSP00000501188;ensembl:ENSP00000501189;ensembl:ENSP00000501217;ensembl:ENSP00000501231;ensembl:ENSP00000501271;ensembl:ENSP00000501293;ensembl:ENSP00000501303;ensembl:ENST00000318023;ensembl:ENST00000337571;ensembl:ENST00000349748;ensembl:ENST00000356316;ensembl:ENST00000357568;ensembl:ENST00000397163;ensembl:ENST00000397200;ensembl:ENST00000397204;ensembl:ENST00000466222;ensembl:ENST00000561817;ensembl:ENST00000562199;ensembl:ENST00000564503;ensembl:ENST00000565173;ensembl:ENST00000565274;ensembl:ENST00000565559;ensembl:ENST00000567071;ensembl:ENST00000567817;ensembl:ENST00000568153;ensembl:ENST00000569136;ensembl:ENST00000569827;ensembl:ENST00000638141;ensembl:ENST00000673646;ensembl:ENST00000673658;ensembl:ENST00000673684;ensembl:ENST00000673687;ensembl:ENST00000673692;ensembl:ENST00000673705;ensembl:ENST00000673743;ensembl:ENST00000673750;ensembl:ENST00000673771;ensembl:ENST00000673774;ensembl:ENST00000673813;ensembl:ENST00000673839;ensembl:ENST00000673851;ensembl:ENST00000673854;ensembl:ENST00000673886;ensembl:ENST00000673890;ensembl:ENST00000673893;ensembl:ENST00000673928;ensembl:ENST00000673936;ensembl:ENST00000673939;ensembl:ENST00000673950;ensembl:ENST00000673978;ensembl:ENST00000673987;ensembl:ENST00000674011;ensembl:ENST00000674012;ensembl:ENST00000674018;ensembl:ENST00000674027;ensembl:ENST00000674041;ensembl:ENST00000674052;ensembl:ENST00000674064;ensembl:ENST00000674093;ensembl:ENST00000674119;ensembl:ENST00000674130;ensembl:ENST00000674135;ensembl:ENST00000674139;ensembl:ENST00000674140;ensembl:ENST00000674146;ensembl:ENST00000674149;hgnc.symbol:CAPN3;ncbigene:825;uniprot:P20807	ENSG00000092529
ENSG00000092621		ensembl:ENSG00000092621;ensembl:ENSP00000358417;ensembl:ENSP00000492948;ensembl:ENSP00000492955;ensembl:ENSP00000492994;ensembl:ENSP00000493079;ensembl:ENSP00000493089;ensembl:ENSP00000493147;ensembl:ENSP00000493175;ensembl:ENSP00000493187;ensembl:ENSP00000493213;ensembl:ENSP00000493264;ensembl:ENSP00000493288;ensembl:ENSP00000493296;ensembl:ENSP00000493305;ensembl:ENSP00000493382;ensembl:ENSP00000493398;ensembl:ENSP00000493415;ensembl:ENSP00000493432;ensembl:ENSP00000493433;ensembl:ENSP00000493446;ensembl:ENSP00000493453;ensembl:ENST00000369407;ensembl:ENST00000369409;ensembl:ENST00000462324;ensembl:ENST00000469443;ensembl:ENST00000482968;ensembl:ENST00000493622;ensembl:ENST00000496756;ensembl:ENST00000641023;ensembl:ENST00000641074;ensembl:ENST00000641115;ensembl:ENST00000641213;ensembl:ENST00000641247;ensembl:ENST00000641272;ensembl:ENST00000641314;ensembl:ENST00000641371;ensembl:ENST00000641375;ensembl:ENST00000641455;ensembl:ENST00000641491;ensembl:ENST00000641513;ensembl:ENST00000641570;ensembl:ENST00000641573;ensembl:ENST00000641587;ensembl:ENST00000641597;ensembl:ENST00000641711;ensembl:ENST00000641720;ensembl:ENST00000641756;ensembl:ENST00000641811;ensembl:ENST00000641847;ensembl:ENST00000641891;ensembl:ENST00000641927;ensembl:ENST00000641939;ensembl:ENST00000641947;ensembl:ENST00000642021;ensembl:ENST00000642041;hgnc.symbol:PHGDH;ncbigene:26227;uniprot:O43175	ENSG00000092621
ENSG00000092964		ensembl:ENSG00000092964;ensembl:ENSP00000309539;ensembl:ENSP00000427954;ensembl:ENSP00000427985;ensembl:ENSP00000431117;ensembl:ENST00000311151;ensembl:ENST00000474808;ensembl:ENST00000493789;ensembl:ENST00000521913;ensembl:ENST00000521983;ensembl:ENST00000523027;ensembl:ENST00000523093;ensembl:ENST00000523690;hgnc.symbol:DPYSL2;ncbigene:1808;uniprot:Q16555	ENSG00000092964
