#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
ECOAH2	1 M_3hhcoa@c <==> 1 M_h2o@c + 1 M_hx2coa@c	ECOAH2		4.2.1.17;4.2.1.74		bigg:ECOAH2;biocyc:META:RXN-12567;kegg:R04749;mnx:MNXR97886;reactome:R-BTA-77325;reactome:R-CEL-77325;reactome:R-CFA-77325;reactome:R-DDI-77325;reactome:R-DME-77325;reactome:R-DRE-77325;reactome:R-GGA-77325;reactome:R-HSA-77325;reactome:R-MMU-77325;reactome:R-RNO-77325;reactome:R-SCE-77325;reactome:R-SSC-77325;reactome:R-TGU-77325;reactome:R-XTR-77325;rhea:30547;rhea:30548;rhea:30549;rhea:30550;sabiork:4405;seed:rxn03250
ECOAH3	1 M_3hocoa@c <==> 1 M_h2o@c + 1 M_oc2coa@c	ECOAH3		4.2.1.17;4.2.1.74		bigg:ECOAH3;kegg:R04746;mnx:MNXR97888;reactome:R-BTA-77333;reactome:R-CEL-77333;reactome:R-CFA-77333;reactome:R-DDI-77333;reactome:R-DME-77333;reactome:R-DRE-77333;reactome:R-GGA-77333;reactome:R-HSA-77333;reactome:R-MMU-77333;reactome:R-RNO-77333;reactome:R-SCE-77333;reactome:R-SSC-77333;reactome:R-TGU-77333;reactome:R-XTR-77333;rhea:31199;rhea:31200;rhea:31201;rhea:31202;sabiork:4402;seed:rxn03247
ECOAH4	1 M_3hdcoa@c <==> 1 M_dc2coa@c + 1 M_h2o@c	ECOAH4		4.2.1.17;4.2.1.74		bigg:ECOAH4;biocyc:META:RXN-13616;kegg:R04744;mnx:MNXR97889;reactome:R-BTA-77344;reactome:R-CEL-77344;reactome:R-CFA-77344;reactome:R-DDI-77344;reactome:R-DME-77344;reactome:R-DRE-77344;reactome:R-GGA-77344;reactome:R-HSA-77344;reactome:R-MMU-77344;reactome:R-RNO-77344;reactome:R-SCE-77344;reactome:R-SSC-77344;reactome:R-TGU-77344;reactome:R-XTR-77344;rhea:31191;rhea:31192;rhea:31193;rhea:31194;sabiork:4400;seed:rxn03245
ECOAH5	1 M_3hddcoa@c <==> 1 M_dd2coa@c + 1 M_h2o@c	ECOAH5		4.2.1.17;4.2.1.74		bigg:ECOAH5;kegg:R04170;mnx:MNXR97890;reactome:R-BTA-77256;reactome:R-CEL-77256;reactome:R-CFA-77256;reactome:R-DDI-77256;reactome:R-DME-77256;reactome:R-DRE-77256;reactome:R-GGA-77256;reactome:R-HSA-77256;reactome:R-MMU-77256;reactome:R-RNO-77256;reactome:R-SCE-77256;reactome:R-SSC-77256;reactome:R-TGU-77256;reactome:R-XTR-77256;rhea:31075;rhea:31076;rhea:31077;rhea:31078;sabiork:3890;seed:rxn02911
ECOAH6	1 M_3htdcoa@c <==> 1 M_h2o@c + 1 M_td2coa@c	ECOAH6		4.2.1.17;4.2.1.74		bigg:ECOAH6;biocyc:META:RXN-14273;kegg:R04740;mnx:MNXR97891;reactome:R-BTA-77277;reactome:R-CEL-77277;reactome:R-CFA-77277;reactome:R-DME-77277;reactome:R-GGA-77277;reactome:R-HSA-77277;reactome:R-MMU-77277;reactome:R-RNO-77277;reactome:R-SSC-77277;reactome:R-TGU-77277;reactome:R-XTR-77277;rhea:31171;rhea:31172;rhea:31173;rhea:31174;sabiork:4396;seed:rxn03241
ECOAH7	1 M_3hhdcoa@c <==> 1 M_h2o@c + 1 M_hdd2coa@c	ECOAH7		4.2.1.17;4.2.1.74		bigg:ECOAH7;biocyc:META:RXN-14272;kegg:R04738;mnx:MNXR97892;reactome:R-BTA-77301;reactome:R-CEL-77301;reactome:R-CFA-77301;reactome:R-DME-77301;reactome:R-GGA-77301;reactome:R-HSA-77301;reactome:R-MMU-77301;reactome:R-RNO-77301;reactome:R-SSC-77301;reactome:R-TGU-77301;reactome:R-XTR-77301;rhea:31163;rhea:31164;rhea:31165;rhea:31166;sabiork:4394;seed:rxn03240
ECOAH8	1 M_3hodcoa@c <==> 1 M_h2o@c + 1 M_od2coa@c	ECOAH8		4.2.1.134;4.2.1.17		bigg:ECOAH8;mnx:MNXR97893;seed:rxn08413
EDA	1 M_2ddg6p@c --> 1 M_g3p@c + 1 M_pyr@c	EDA		4.1.2.14;4.1.2.55		bigg:EDA;biocyc:META:KDPGALDOL-RXN;kegg:R05605;mnx:MNXR97897;rhea:17089;rhea:17090;rhea:17091;rhea:17092;seed:rxn03884
EDD	1 M_6pgc@c --> 1 M_2ddg6p@c + 1 M_h2o@c	EDD		4.2.1.12		bigg:EDD;biocyc:META:PGLUCONDEHYDRAT-RXN;kegg:R02036;mnx:MNXR97898;rhea:17277;rhea:17278;rhea:17279;rhea:17280;seed:rxn01477
EDTXS1	1 M_ddcaACP@c + 1 M_kdo2lipid4@c --> 1 M_ACP@c + 1 M_kdo2lipid4L@c	EDTXS1		2.3.1.241		bigg:EDTXS1;mnx:MNXR97899
EDTXS2	1 M_kdo2lipid4L@c + 1 M_myrsACP@c --> 1 M_ACP@c + 1 M_lipa@c	EDTXS2		2.3.1.243		bigg:EDTXS2;mnx:MNXR97901
EDTXS3	1 M_hdeACP@c + 1 M_kdo2lipid4@c --> 1 M_ACP@c + 1 M_kdo2lipid4p@c	EDTXS3				bigg:EDTXS3;mnx:MNXR97903
EDTXS4	1 M_kdo2lipid4p@c + 1 M_myrsACP@c --> 1 M_ACP@c + 1 M_lipa_cold@c	EDTXS4				bigg:EDTXS4;mnx:MNXR97904
EGMEACPR	1 M_egmeACP@c + 1 M_h@c + 1 M_nadph@c --> 1 M_gmeACP@c + 1 M_nadp@c	EGMEACPR		1.3.1.10		bigg:EGMEACPR;kegg:R10118;mnx:MNXR97906
ENLIPAabctex	1 M_atp@c + 1 M_enlipa@p + 1 M_h2o@c --> 1 M_adp@c + 1 M_enlipa@e + 1 M_h@c + 1 M_pi@c	ENLIPAabctex				bigg:ENLIPAabctex;mnx:MNXR97922
ENO	1 M_2pg@c <==> 1 M_h2o@c + 1 M_pep@c	ENO		4.2.1.11		bigg:ENO;biocyc:META:2PGADEHYDRAT-RXN;kegg:R00658;mnx:MNXR97932;reactome:R-ATH-70494;reactome:R-ATH-71660;reactome:R-BTA-70494;reactome:R-BTA-71660;reactome:R-CEL-70494;reactome:R-CEL-71660;reactome:R-CFA-70494;reactome:R-CFA-71660;reactome:R-DDI-70494;reactome:R-DDI-71660;reactome:R-DME-70494;reactome:R-DME-71660;reactome:R-DRE-70494;reactome:R-DRE-71660;reactome:R-GGA-352981;reactome:R-GGA-353044;reactome:R-GGA-70494;reactome:R-GGA-71660;reactome:R-HSA-70494;reactome:R-HSA-71660;reactome:R-MMU-70494;reactome:R-MMU-71660;reactome:R-OSA-70494;reactome:R-OSA-71660;reactome:R-PFA-70494;reactome:R-PFA-71660;reactome:R-RNO-70494;reactome:R-RNO-71660;reactome:R-SCE-70494;reactome:R-SCE-71660;reactome:R-SPO-70494;reactome:R-SPO-71660;reactome:R-SSC-70494;reactome:R-SSC-71660;reactome:R-TGU-70494;reactome:R-TGU-71660;reactome:R-XTR-70494;reactome:R-XTR-71660;rhea:10164;rhea:10165;rhea:10166;rhea:10167;sabiork:8;seed:rxn00459
ENTCS	3 M_23dhba@c + 3 M_seramp@c --> 6 M_amp@c + 1 M_enter@c + 9 M_h@c	ENTCS				bigg:ENTCS;mnx:MNXR97933;rhea:28566;rhea:28567;rhea:28568;rhea:28569;seed:rxn08420;seed:rxn13827
ENTERES	1 M_enter@c + 3 M_h2o@c --> 3 M_23dhbzs@c + 3 M_h@c	ENTERES		3.1.1		bigg:ENTERES;biocyc:META:RXN0-1661;mnx:MNXR97934;rhea:28018;rhea:28019;rhea:28020;rhea:28021;seed:rxn08421
EPMEACPR	1 M_epmeACP@c + 1 M_h@c + 1 M_nadph@c --> 1 M_nadp@c + 1 M_pmeACP@c	EPMEACPR		1.3.1.10		bigg:EPMEACPR;kegg:R10122;mnx:MNXR97945
ETHAAL	1 M_etha@c --> 1 M_acald@c + 1 M_nh4@c	ETHAAL		4.3.1.7		bigg:ETHAAL;biocyc:META:ETHAMLY-RXN;kegg:R00749;mnx:MNXR97968;rhea:15313;rhea:15314;rhea:15315;rhea:15316;seed:rxn00539
ETHAt2pp	1 M_etha@p + 1 M_h@p --> 1 M_etha@c + 1 M_h@c	ETHAt2pp				bigg:ETHAt2pp;mnx:MNXR97975;seed:rxn05551;seed:rxn08423
ETHAtex	1 M_etha@e <==> 1 M_etha@p	ETHAtex				bigg:ETHAtex;biocyc:META:TRANS-RXN0-476;mnx:MNXR97974;rhea:32747;rhea:32748;rhea:32749;rhea:32750;seed:rxn08424;seed:rxn10841
ETHSO3abcpp	1 M_atp@c + 1 M_ethso3@p + 1 M_h2o@c --> 1 M_adp@c + 1 M_ethso3@c + 1 M_h@c + 1 M_pi@c	ETHSO3abcpp				bigg:ETHSO3abcpp;mnx:MNXR97977;seed:rxn05552;seed:rxn08425
ETHSO3tex	1 M_ethso3@e <==> 1 M_ethso3@p	ETHSO3tex				bigg:ETHSO3tex;mnx:MNXR97978;seed:rxn08426
ETOHtex	1 M_etoh@e <==> 1 M_etoh@p	ETOHtex				bigg:ETOHtex;biocyc:META:TRANS-RXN0-546;mnx:MNXR97980;rhea:35267;rhea:35268;rhea:35269;rhea:35270;seed:rxn08428;seed:rxn09683;seed:rxn09764
ETOHtrpp	1 M_etoh@p <==> 1 M_etoh@c	ETOHtrpp				bigg:ETOHtrpp;biocyc:META:TRANS-RXN0-546;mnx:MNXR97980;rhea:35267;rhea:35268;rhea:35269;rhea:35270;seed:rxn08428;seed:rxn09683;seed:rxn09764
EX_12ppd__R_e	1 M_12ppd__R@e --> 1 M_12ppd__R@BOUNDARY	EX_12ppd__R_e				bigg:EX_12ppd__R_e;biocyc:META:TRANS-RXN0-467;mnx:MNXR94683;seed:rxn07919;seed:rxn07920
EX_12ppd__S_e	1 M_12ppd__S@e --> 1 M_12ppd__S@BOUNDARY	EX_12ppd__S_e				bigg:EX_12ppd__S_e;mnx:MNXR94684
EX_14glucan_e	1 M_14glucan@e --> 1 M_14glucan@BOUNDARY	EX_14glucan_e		2.4.1.161		bigg:EX_14glucan_e;mnx:MNXR94694
EX_15dap_e	1 M_15dap@e --> 1 M_15dap@BOUNDARY	EX_15dap_e				bigg:EX_15dap_e;mnx:MNXR97147;seed:rxn08305
EX_23camp_e	1 M_23camp@e --> 1 M_23camp@BOUNDARY	EX_23camp_e				bigg:EX_23camp_e;mnx:MNXR94718;seed:rxn07925
EX_23ccmp_e	1 M_23ccmp@e --> 1 M_23ccmp@BOUNDARY	EX_23ccmp_e				bigg:EX_23ccmp_e;mnx:MNXR94720;seed:rxn07926
EX_23cgmp_e	1 M_23cgmp@e --> 1 M_23cgmp@BOUNDARY	EX_23cgmp_e				bigg:EX_23cgmp_e;mnx:MNXR94721;seed:rxn07927
EX_23cump_e	1 M_23cump@e --> 1 M_23cump@BOUNDARY	EX_23cump_e				bigg:EX_23cump_e;mnx:MNXR94726;seed:rxn07928
EX_23dappa_e	1 M_23dappa@e --> 1 M_23dappa@BOUNDARY	EX_23dappa_e				bigg:EX_23dappa_e;mnx:MNXR94728;seed:rxn07930
EX_26dap__M_e	1 M_26dap__M@e --> 1 M_26dap__M@BOUNDARY	EX_26dap__M_e				bigg:EX_26dap__M_e;mnx:MNXR94741;seed:rxn07931
EX_2ddglcn_e	1 M_2ddglcn@e --> 1 M_2ddglcn@BOUNDARY	EX_2ddglcn_e				bigg:EX_2ddglcn_e;mnx:MNXR138208;seed:rxn08320
EX_2dglc_e	1 M_2dglc@e --> 1 M_2dglc@BOUNDARY	EX_2dglc_e				bigg:EX_2dglc_e
EX_34dhpac_e	1 M_34dhpac@e --> 1 M_34dhpac@BOUNDARY	EX_34dhpac_e				bigg:EX_34dhpac_e;mnx:MNXR94848;seed:rxn07972
EX_3amp_e	1 M_3amp@e --> 1 M_3amp@BOUNDARY	EX_3amp_e				bigg:EX_3amp_e;mnx:MNXR94857;seed:rxn07973
EX_3cmp_e	1 M_3cmp@e --> 1 M_3cmp@BOUNDARY	EX_3cmp_e				bigg:EX_3cmp_e;mnx:MNXR94861;seed:rxn07974
EX_3gmp_e	1 M_3gmp@e --> 1 M_3gmp@BOUNDARY	EX_3gmp_e				bigg:EX_3gmp_e;mnx:MNXR94868;seed:rxn07975
EX_3hcinnm_e	1 M_3hcinnm@e --> 1 M_3hcinnm@BOUNDARY	EX_3hcinnm_e				bigg:EX_3hcinnm_e;mnx:MNXR100571;seed:rxn08702
EX_3hpp_e	1 M_3hpp@e --> 1 M_3hpp@BOUNDARY	EX_3hpp_e				bigg:EX_3hpp_e;biocyc:META:TRANS-RXN0-465;mnx:MNXR94904;rhea:34951;rhea:34952;rhea:34953;rhea:34954
EX_3hpppn_e	1 M_3hpppn@e --> 1 M_3hpppn@BOUNDARY	EX_3hpppn_e				bigg:EX_3hpppn_e;mnx:MNXR100697;seed:rxn08726
EX_3ump_e	1 M_3ump@e --> 1 M_3ump@BOUNDARY	EX_3ump_e				bigg:EX_3ump_e;mnx:MNXR94983;seed:rxn08005
EX_4abut_e	1 M_4abut@e --> 1 M_4abut@BOUNDARY	EX_4abut_e				bigg:EX_4abut_e;mnx:MNXR94993;reactome:R-ATH-888592;reactome:R-BTA-888592;reactome:R-CEL-888592;reactome:R-CFA-888592;reactome:R-DME-888592;reactome:R-DRE-888592;reactome:R-GGA-888592;reactome:R-HSA-888592;reactome:R-MMU-888592;reactome:R-OSA-888592;reactome:R-RNO-888592;reactome:R-SCE-888592;reactome:R-SSC-888592;reactome:R-TGU-888592;reactome:R-XTR-888592;rhea:35035;rhea:35036;rhea:35037;rhea:35038;sabiork:13098;seed:rxn08028;seed:rxn09795;seed:rxn11326
EX_4abzglu_e	1 M_4abzglu@e --> 1 M_4abzglu@BOUNDARY	EX_4abzglu_e				bigg:EX_4abzglu_e
EX_4hoxpacd_e	1 M_4hoxpacd@e --> 1 M_4hoxpacd@BOUNDARY	EX_4hoxpacd_e				bigg:EX_4hoxpacd_e;mnx:MNXR95017;seed:rxn08006
EX_5dglcn_e	1 M_5dglcn@e --> 1 M_5dglcn@BOUNDARY	EX_5dglcn_e				bigg:EX_5dglcn_e;mnx:MNXR95067;seed:rxn08012
EX_5mtr_e	1 M_5mtr@e --> 1 M_5mtr@BOUNDARY	EX_5mtr_e				bigg:EX_5mtr_e;biocyc:META:TRANS-RXN0-461;mnx:MNXR95091;rhea:34955;rhea:34956;rhea:34957;rhea:34958
EX_LalaDgluMdapDala_e	1 M_LalaDgluMdapDala@e --> 1 M_LalaDgluMdapDala@BOUNDARY	EX_LalaDgluMdapDala_e				bigg:EX_LalaDgluMdapDala_e;mnx:MNXR95051;seed:rxn08009
EX_LalaDgluMdap_e	1 M_LalaDgluMdap@e --> 1 M_LalaDgluMdap@BOUNDARY	EX_LalaDgluMdap_e				bigg:EX_LalaDgluMdap_e;mnx:MNXR94971;seed:rxn08004
EX_LalaDglu_e	1 M_LalaDglu@e --> 1 M_LalaDglu@BOUNDARY	EX_LalaDglu_e				bigg:EX_LalaDglu_e;mnx:MNXR101003;rhea:35127;rhea:35128;rhea:35129;rhea:35130
EX_LalaLglu_e	1 M_LalaLglu@e --> 1 M_LalaLglu@BOUNDARY	EX_LalaLglu_e				bigg:EX_LalaLglu_e;mnx:MNXR101005;rhea:35135;rhea:35136;rhea:35137;rhea:35138
EX_ac_e	1 M_ac@e --> 1 M_ac@BOUNDARY	EX_ac_e				bigg:EX_ac_e;biocyc:META:RXN0-1981;biocyc:META:TRANS-RXN0-567;mnx:MNXR95431;rhea:27814;rhea:27815;rhea:27816;rhea:27817;sabiork:12184;seed:rxn08063;seed:rxn09787;seed:rxn09866;seed:rxn10904
EX_acac_e	1 M_acac@e --> 1 M_acac@BOUNDARY	EX_acac_e				bigg:EX_acac_e;biocyc:META:TRANS-RXN0-281;mnx:MNXR95208;rhea:29751;rhea:29752;rhea:29753;rhea:29754;sabiork:12476;seed:rxn08030;seed:rxn10960;seed:rxn13115
EX_acald_e	1 M_acald@e --> 1 M_acald@BOUNDARY	EX_acald_e				bigg:EX_acald_e;mnx:MNXR95212;reactome:R-HSA-449872;seed:rxn08032;seed:rxn08033;seed:rxn09700;seed:rxn13212
EX_acgal1p_e	1 M_acgal1p@e --> 1 M_acgal1p@BOUNDARY	EX_acgal1p_e				bigg:EX_acgal1p_e;mnx:MNXR95234;seed:rxn08036
EX_acgal_e	1 M_acgal@e --> 1 M_acgal@BOUNDARY	EX_acgal_e				bigg:EX_acgal_e;mnx:MNXR95244;seed:rxn08037
EX_acgam1p_e	1 M_acgam1p@e --> 1 M_acgam1p@BOUNDARY	EX_acgam1p_e				bigg:EX_acgam1p_e;mnx:MNXR95246;seed:rxn08039
EX_acgam_e	1 M_acgam@e --> 1 M_acgam@BOUNDARY	EX_acgam_e				bigg:EX_acgam_e;mnx:MNXR95252;seed:rxn08042
EX_acmana_e	1 M_acmana@e --> 1 M_acmana@BOUNDARY	EX_acmana_e				bigg:EX_acmana_e;mnx:MNXR95277;seed:rxn08047
EX_acmum_e	1 M_acmum@e --> 1 M_acmum@BOUNDARY	EX_acmum_e				bigg:EX_acmum_e;mnx:MNXR95279;seed:rxn08049
EX_acnam_e	1 M_acnam@e --> 1 M_acnam@BOUNDARY	EX_acnam_e				bigg:EX_acnam_e;biocyc:META:RXN-15315;biocyc:META:RXN0-0;mnx:MNXR95292;rhea:28991;rhea:28992;rhea:28993;rhea:28994;seed:rxn08051
EX_acser_e	1 M_acser@e --> 1 M_acser@BOUNDARY	EX_acser_e				bigg:EX_acser_e;biocyc:META:RXN0-1923;mnx:MNXR95416;rhea:29659;rhea:29660;rhea:29661;rhea:29662;seed:rxn08059;seed:rxn08060
EX_ade_e	1 M_ade@e --> 1 M_ade@BOUNDARY	EX_ade_e				bigg:EX_ade_e;biocyc:META:TRANS-RXN0-577;mnx:MNXR95445;seed:rxn08065;seed:rxn09786;seed:rxn10918
EX_adn_e	1 M_adn@e --> 1 M_adn@BOUNDARY	EX_adn_e				bigg:EX_adn_e;mnx:MNXR95460;seed:rxn08069;seed:rxn11000
EX_adocbl_e	1 M_adocbl@e --> 1 M_adocbl@BOUNDARY	EX_adocbl_e				bigg:EX_adocbl_e;mnx:MNXR96480
EX_ag_e	1 M_ag@e --> 1 M_ag@BOUNDARY	EX_ag_e				bigg:EX_ag_e;mnx:MNXR142917
EX_agm_e	1 M_agm@e --> 1 M_agm@BOUNDARY	EX_agm_e				bigg:EX_agm_e;mnx:MNXR95556;seed:rxn08082
EX_akg_e	1 M_akg@e --> 1 M_akg@BOUNDARY	EX_akg_e				bigg:EX_akg_e;mnx:MNXR95663;sabiork:13794;seed:rxn08096;seed:rxn10923;seed:rxn13220
EX_ala_B_e	1 M_ala_B@e --> 1 M_ala_B@BOUNDARY	EX_ala_B_e				bigg:EX_ala_B_e;mnx:MNXR95682;reactome:R-HSA-909765;reactome:R-RNO-909763;seed:rxn08175
EX_ala__D_e	1 M_ala__D@e --> 1 M_ala__D@BOUNDARY	EX_ala__D_e				bigg:EX_ala__D_e;mnx:MNXR95702;seed:rxn08302;seed:rxn10991
EX_ala__L_e	1 M_ala__L@e --> 1 M_ala__L@BOUNDARY	EX_ala__L_e				bigg:EX_ala__L_e;mnx:MNXR95706;sabiork:10375;seed:rxn08104;seed:rxn10921;seed:rxn13221
EX_alaala_e	1 M_alaala@e --> 1 M_alaala@BOUNDARY	EX_alaala_e				bigg:EX_alaala_e;mnx:MNXR95679;seed:rxn08099
EX_all__D_e	1 M_all__D@e --> 1 M_all__D@BOUNDARY	EX_all__D_e				bigg:EX_all__D_e;mnx:MNXR95776;seed:rxn08115
EX_alltn_e	1 M_alltn@e --> 1 M_alltn@BOUNDARY	EX_alltn_e				bigg:EX_alltn_e;biocyc:META:TRANS-RXN0-557;mnx:MNXR95771;seed:rxn08117;seed:rxn09698
EX_amp_e	1 M_amp@e --> 1 M_amp@BOUNDARY	EX_amp_e				bigg:EX_amp_e;mnx:MNXR95830;seed:rxn08134;seed:rxn13227
EX_anhgm_e	1 M_anhgm@e --> 1 M_anhgm@BOUNDARY	EX_anhgm_e				bigg:EX_anhgm_e;mnx:MNXR95839;seed:rxn08135
EX_arab__L_e	1 M_arab__L@e --> 1 M_arab__L@BOUNDARY	EX_arab__L_e				bigg:EX_arab__L_e;mnx:MNXR95913
EX_arbt_e	1 M_arbt@e --> 1 M_arbt@BOUNDARY	EX_arbt_e				bigg:EX_arbt_e;mnx:MNXR95933;rhea:35023;rhea:35024;rhea:35025;rhea:35026
EX_arbtn_e	1 M_arbtn@e --> 1 M_arbtn@BOUNDARY	EX_arbtn_e				bigg:EX_arbtn_e;mnx:MNXR142929
EX_arbtn_fe3_e	1 M_arbtn_fe3@e --> 1 M_arbtn_fe3@BOUNDARY	EX_arbtn_fe3_e				bigg:EX_arbtn_fe3_e;mnx:MNXR142930
EX_arg__L_e	1 M_arg__L@e --> 1 M_arg__L@BOUNDARY	EX_arg__L_e				bigg:EX_arg__L_e;biocyc:META:RXN66-448;mnx:MNXR95951;rhea:32143;rhea:32144;rhea:32145;rhea:32146;sabiork:7983;seed:rxn08155;seed:rxn10840
EX_ascb__L_e	1 M_ascb__L@e --> 1 M_ascb__L@BOUNDARY	EX_ascb__L_e				bigg:EX_ascb__L_e;mnx:MNXR138070;seed:rxn08159
EX_asn__L_e	1 M_asn__L@e --> 1 M_asn__L@BOUNDARY	EX_asn__L_e				bigg:EX_asn__L_e;mnx:MNXR96069;sabiork:13466;seed:rxn05220;seed:rxn08162
EX_aso3_e	1 M_aso3@e --> 1 M_aso3@BOUNDARY	EX_aso3_e				bigg:EX_aso3_e;biocyc:META:TRANS-RXN0-551;mnx:MNXR96073;seed:rxn05507;seed:rxn08164
EX_asp__L_e	1 M_asp__L@e --> 1 M_asp__L@BOUNDARY	EX_asp__L_e				bigg:EX_asp__L_e;biocyc:META:TRANS-RXN0-554;mnx:MNXR96107;seed:rxn08170;seed:rxn10906;seed:rxn13232
EX_btn_e	1 M_btn@e --> 1 M_btn@BOUNDARY	EX_btn_e				bigg:EX_btn_e;biocyc:META:TRANS-RXN0-240;mnx:MNXR96333;rhea:28458;rhea:28459;rhea:28460;rhea:28461
EX_but_e	1 M_but@e --> 1 M_but@BOUNDARY	EX_but_e				bigg:EX_but_e;mnx:MNXR96352
EX_butso3_e	1 M_butso3@e --> 1 M_butso3@BOUNDARY	EX_butso3_e				bigg:EX_butso3_e;mnx:MNXR96351;seed:rxn08182
EX_ca2_e	1 M_ca2@e <==> 1 M_ca2@BOUNDARY	EX_ca2_e		3.6.3.8		bigg:EX_ca2_e;biocyc:META:TRANS-RXN-144;biocyc:META:TRANS-RXN0-497;mnx:MNXR96436;reactome:R-ATH-2685505;reactome:R-ATH-418309;reactome:R-BTA-139854;reactome:R-BTA-139855;reactome:R-BTA-2089943;reactome:R-BTA-210420;reactome:R-BTA-2534359;reactome:R-BTA-265645;reactome:R-BTA-2685505;reactome:R-BTA-2855020;reactome:R-BTA-3295579;reactome:R-BTA-418309;reactome:R-BTA-432164;reactome:R-BTA-5263618;reactome:R-BTA-5577213;reactome:R-CEL-139854;reactome:R-CEL-2089943;reactome:R-CEL-265645;reactome:R-CEL-3295579;reactome:R-CEL-418309;reactome:R-CEL-432164;reactome:R-CEL-5263618;reactome:R-CFA-139854;reactome:R-CFA-139855;reactome:R-CFA-2089943;reactome:R-CFA-210420;reactome:R-CFA-2534359;reactome:R-CFA-265645;reactome:R-CFA-2685505;reactome:R-CFA-2855020;reactome:R-CFA-3295579;reactome:R-CFA-418309;reactome:R-CFA-432164;reactome:R-CFA-5263618;reactome:R-CFA-5577213;reactome:R-DDI-2685505;reactome:R-DDI-3295579;reactome:R-DDI-418309;reactome:R-DME-139854;reactome:R-DME-2089943;reactome:R-DME-3295579;reactome:R-DME-418309;reactome:R-DME-432164;reactome:R-DME-434802;reactome:R-DME-5263618;reactome:R-DRE-139854;reactome:R-DRE-139855;reactome:R-DRE-2089943;reactome:R-DRE-210420;reactome:R-DRE-265645;reactome:R-DRE-2685505;reactome:R-DRE-2855020;reactome:R-DRE-3295579;reactome:R-DRE-418309;reactome:R-DRE-432164;reactome:R-DRE-5263618;reactome:R-DRE-5577213;reactome:R-GGA-139854;reactome:R-GGA-139855;reactome:R-GGA-2089943;reactome:R-GGA-210420;reactome:R-GGA-265645;reactome:R-GGA-2685505;reactome:R-GGA-2855020;reactome:R-GGA-3295579;reactome:R-GGA-418309;reactome:R-GGA-432164;reactome:R-GGA-5263618;reactome:R-GGA-5577213;reactome:R-HSA-139854;reactome:R-HSA-139855;reactome:R-HSA-169683;reactome:R-HSA-2089943;reactome:R-HSA-210420;reactome:R-HSA-2534359;reactome:R-HSA-265645;reactome:R-HSA-2685505;reactome:R-HSA-2855020;reactome:R-HSA-3295579;reactome:R-HSA-418309;reactome:R-HSA-432164;reactome:R-HSA-434798;reactome:R-HSA-4420052;reactome:R-HSA-5263618;reactome:R-HSA-5577213;reactome:R-HSA-8863009;reactome:R-MMU-139854;reactome:R-MMU-139855;reactome:R-MMU-2089943;reactome:R-MMU-210420;reactome:R-MMU-2534359;reactome:R-MMU-265645;reactome:R-MMU-2685505;reactome:R-MMU-2855020;reactome:R-MMU-3295579;reactome:R-MMU-418309;reactome:R-MMU-432164;reactome:R-MMU-5263618;reactome:R-MMU-5577213;reactome:R-OSA-2685505;reactome:R-OSA-418309;reactome:R-RNO-139854;reactome:R-RNO-139855;reactome:R-RNO-182097;reactome:R-RNO-2089943;reactome:R-RNO-210420;reactome:R-RNO-2534359;reactome:R-RNO-265645;reactome:R-RNO-2685505;reactome:R-RNO-2855020;reactome:R-RNO-3295579;reactome:R-RNO-418309;reactome:R-RNO-432164;reactome:R-RNO-5263618;reactome:R-RNO-5577213;reactome:R-SCE-418309;reactome:R-SPO-418309;reactome:R-SSC-139854;reactome:R-SSC-139855;reactome:R-SSC-2089943;reactome:R-SSC-210420;reactome:R-SSC-2534359;reactome:R-SSC-265645;reactome:R-SSC-2685505;reactome:R-SSC-2855020;reactome:R-SSC-3295579;reactome:R-SSC-418309;reactome:R-SSC-432164;reactome:R-SSC-5263618;reactome:R-SSC-5577213;reactome:R-TGU-139854;reactome:R-TGU-139855;reactome:R-TGU-2089943;reactome:R-TGU-210420;reactome:R-TGU-265645;reactome:R-TGU-2685505;reactome:R-TGU-2855020;reactome:R-TGU-3295579;reactome:R-TGU-418309;reactome:R-TGU-432164;reactome:R-TGU-5263618;reactome:R-TGU-5577213;reactome:R-XTR-139854;reactome:R-XTR-139855;reactome:R-XTR-2089943;reactome:R-XTR-210420;reactome:R-XTR-265645;reactome:R-XTR-2685505;reactome:R-XTR-2855020;reactome:R-XTR-3295579;reactome:R-XTR-418309;reactome:R-XTR-432164;reactome:R-XTR-5263618;reactome:R-XTR-5577213;rhea:29671;rhea:29672;rhea:29673;rhea:29674;sabiork:12376;seed:rxn08186
EX_cbi_e	1 M_cbi@e --> 1 M_cbi@BOUNDARY	EX_cbi_e				bigg:EX_cbi_e;biocyc:META:TRANS-RXN0-283;mnx:MNXR124011;rhea:29695;rhea:29696;rhea:29697;rhea:29698
EX_cbl1_e	1 M_cbl1@e --> 1 M_cbl1@BOUNDARY	EX_cbl1_e				bigg:EX_cbl1_e;biocyc:META:RXN0-1565;mnx:MNXR123114;rhea:29719;rhea:29720;rhea:29721;rhea:29722
EX_cd2_e	1 M_cd2@e --> 1 M_cd2@BOUNDARY	EX_cd2_e				bigg:EX_cd2_e;biocyc:META:RXN0-10;mnx:MNXR96499;rhea:28707;rhea:28708;rhea:28709;rhea:28710;sabiork:13041;seed:rxn08197;seed:rxn08198
